4617.6934242248535,79,3,0,True,True,True
4683.531284332275,45,61,0,True,True,True
4744.362592697144,40,80,0,True,True,True
4808.264970779419,94,49,0,True,True,True
4868.454933166504,28,82,0,True,True,True
4932.841539382935,24,55,0,True,True,True
4995.369911193848,48,95,0,True,True,True
5072.154760360718,25,14,0,True,True,True
5120.411157608032,79,81,0,True,True,True
5187.237024307251,55,49,0,True,True,True
5246.651411056519,4,42,0,True,True,True
5303.077459335327,99,69,0,True,True,True
5372.6489543914795,78,29,0,True,True,True
5428.306102752686,85,7,0,True,True,True
5505.419015884399,36,60,0,True,True,True
5570.183515548706,21,5,0,True,True,True
5623.515605926514,43,79,0,True,True,True
5693.991661071777,75,82,0,True,True,True
5771.472692489624,49,72,0,True,True,True
5837.382793426514,95,64,0,True,True,True
5896.246433258057,84,19,0,True,True,True
5947.141170501709,7,73,0,True,True,True
6007.575511932373,31,23,0,True,True,True
6073.176622390747,30,46,0,True,True,True
6137.181282043457,59,41,0,True,True,True
6206.425905227661,59,91,0,True,True,True
6273.418426513672,82,84,0,True,True,True
6533.674955368042,15,68,0,True,True,True
6637.098550796509,25,100,0,True,True,True
